Category	Bin	Completeness	Contamination	GC_content	N50	N_contigs	Size	Classification	p	c	o	f	g	s	Annotated.at.the.species.level
Animal	SRR24359756_bin.56	92.52	0.574	0.47	93562	51	2728841	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-510	s__CAG-510 sp003979355	Yes
Clinical	ERR525865_bin.6	98.73	0.21	0.442	67646	66	2733054	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900541985	Yes
Animal	CRR657447_bin.52	94.15	0.389	0.485	214178	28	2733183	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA7109	s__UBA7109 sp910580235	Yes
Clinical	ERR4283169_bin.25	98.64	0.675	0.401	231552	27	2738290	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA933	s__	No
Clinical	SRR16124334_bin.27	95.28	0	0.473	34066	118	2744618	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas sp900540335	Yes
Animal	CRR657441_bin.10	95.97	2.516	0.493	79320	61	2745420	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp910576545	Yes
Clinical	SRR14000776_bin.8	99.36	0.019	0.376	142916	56	2746040	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900555025	Yes
Animal	ERR2027930_bin.5	97.63	0	0.369	58620	78	2754312	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-603	s__CAG-603 sp900321855	Yes
Animal	SRR29757224_bin.61	93.67	0.632	0.495	86062	34	2763737	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__	No
Animal	SRR15023597_bin.67	95.5	0	0.37	25429	167	2774256	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-411	s__CAG-411 sp017393285	Yes
Animal	SRR29472742_bin.61	94.5	3.734	0.549	16627	117	2775340	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma sp944383645	Yes
Clinical	SRR18191191_bin.48	99.32	0.671	0.432	731627	15	2776472	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__	No
Clinical	SRR20677920_bin.1	91.13	1.267	0.464	89870	47	2782493	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas avistercoris	Yes
Clinical	SRR18191148_bin.43	93.03	1.256	0.416	94757	48	2789570	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900552085	Yes
Environment	SRR8208344_bin.8	96.75	0	0.386	83293	108	2792624	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA9722	s__	No
Clinical	SRR19039991_bin.7	97.66	2.553	0.514	238184	21	2800629	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B monacensis	Yes
Clinical	SRR18191179_bin.31	94.95	0.292	0.483	70555	88	2804192	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	No
Animal	SRR29449365_bin.8	97.98	0.671	0.294	4893	263	2810357	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Fimicola	s__Fimicola sp944379995	Yes
Animal	SRR29757214_bin.20	97.31	1.342	0.394	43920	163	2817206	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__	No
Animal	SRR24359765_bin.22	92.91	1.997	0.473	141374	26	2818352	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__VSOB01 sp910585345	Yes
Clinical	SRR20677871_bin.48	92.4	0	0.475	49330	93	2823158	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hominisplanchenecus	s__	No
Animal	SRR20930603_bin.39	91.87	0.759	0.427	11063	341	2831622	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola sp910575445	Yes
Animal	SRR29757213_bin.20	92.74	2.436	0.487	30529	264	2832399	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter stercoravium	Yes
Animal	SRR18233569_bin.10	93.71	0.57	0.451	108522	42	2840481	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__1XD42-69	s__1XD42-69 sp910586645	Yes
Clinical	SRR6915225_bin.2	95.56	0.632	0.5	86656	47	2843133	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas faecavium	Yes
Animal	CRR657449_bin.73	95.76	0.191	0.441	52742	74	2845825	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp910576975	Yes
Animal	SRR21163437_bin.16	94.91	1.325	0.507	95347	55	2856090	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Clinical	SRR19580921_bin.4	92.36	2.504	0.458	14693	276	2862787	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MD308	s__	No
Animal	SRR24359763_bin.45	99.32	0.671	0.476	349843	26	2864171	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__Butyrivibrio_A sp910577605	Yes
Animal	SRR17230212_bin.13	90.92	2.215	0.537	35648	130	2870031	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp910575795	Yes
Clinical	ERR1995243_bin.9	94.63	0	0.356	88430	94	2875203	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp003539495	Yes
Animal	SRR15023605_bin.17	94.05	2.294	0.505	20019	215	2880750	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp016290775	Yes
Clinical	SRR18191179_bin.72	96.83	0.632	0.464	98623	49	2881416	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A intestinigallinarum	Yes
Animal	SRR21163437_bin.56	92.74	2.144	0.468	56394	82	2890389	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter gallistercoris	Yes
Animal	SRR14202254_bin.22	99.36	0	0.423	238780	32	2893100	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Clinical	ERR4283398_bin.26	99.77	0.894	0.438	37705	110	2894305	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp000435595	Yes
Clinical	SRR18191149_bin.15	98.65	0.671	0.422	82404	58	2903110	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp900539115	Yes
Animal	SRR14202239_bin.2	99.36	0	0.411	163458	66	2910366	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900541345	Yes
Animal	SRR14202214_bin.24	97.98	0.191	0.479	216376	38	2910489	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp900539715	Yes
Animal	SRR23013066_bin.53	94.46	2.149	0.453	13053	340	2912111	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas sp009911065	Yes
Animal	SRR29757242_bin.86	98.65	0	0.313	149282	93	2917076	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Fimicola	s__Fimicola cottocaccae	Yes
Clinical	SRR23364234_bin.31	99.36	0.632	0.425	92364	42	2923421	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900549015	Yes
Animal	SRR15023588_bin.20	98.73	0.579	0.44	58454	86	2926363	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__AC2028	s__	No
Animal	SRR15023601_bin.20	99.36	0	0.49	330971	40	2926826	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__	No
Clinical	SRR14017613_bin.12	97.66	0.389	0.468	218585	26	2934666	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_AP	s__Clostridium_AP scindens	Yes
Clinical	SRR12557704_bin.9	95.25	4.327	0.501	50192	84	2935846	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	No
Animal	SRR24359756_bin.22	96.95	0	0.391	49226	99	2942806	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-303	s__CAG-303 sp910584685	Yes
Animal	SRR29757221_bin.49	90.38	0.584	0.511	23009	70	2948366	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	No
Clinical	SRR23364174_bin.33	98.41	0.692	0.513	169841	30	2949460	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdiplasma	s__Merdiplasma excrementigallinarum	Yes
Animal	SRR17230212_bin.31	96.2	1.898	0.517	43253	105	2958688	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC164599	s__MGBC164599 sp910575625	Yes
Animal	SRR14202215_bin.20	99.36	1.898	0.44	96835	49	2975324	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1370	s__	No
Animal	SRR29472731_bin.65	97.77	4.288	0.41	98518	74	2975592	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__	No
Clinical	SRR14017426_bin.21	96.83	0.949	0.498	85580	49	2975690	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas sp900770535	Yes
Clinical	SRR14017524_bin.9	98.79	0.543	0.386	116270	44	2977556	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp905209075	Yes
Clinical	CRR476082_bin.43	95	2.182	0.416	21269	192	2977617	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia sp900542495	Yes
Animal	SRR29757211_bin.1	97.02	2.982	0.472	56730	63	2995698	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	No
Clinical	ERR4283457_bin.41	94.38	2.323	0.415	83841	56	2996885	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp000434275	Yes
Clinical	SRR14355444_bin.27	99.36	0	0.506	196745	30	2999836	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q saccharolyticum_A	Yes
Clinical	SRR17048898_bin.14	98.77	2.27	0.467	30585	142	3006389	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp900766575	Yes
Clinical	CRR057302_bin.14	97.24	1.476	0.41	35873	116	3008260	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp900545175	Yes
Animal	SRR29757221_bin.33	93.85	1.169	0.404	53884	68	3012003	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__	No
Animal	SRR29757221_bin.30	97.46	2.531	0.468	67141	27	3018731	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__	No
Animal	SRR23013066_bin.25	93.28	1.342	0.446	93726	65	3024358	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp910585745	Yes
Clinical	ERR4283356_bin.33	98.65	0	0.424	124767	67	3028829	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp905212635	Yes
Clinical	SRR20677871_bin.47	96.49	1.9	0.477	118859	96	3039467	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis	Yes
Clinical	SRR6915149_bin.5	98.65	0	0.446	81666	65	3043638	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter sp934338765	Yes
Animal	SRR23013071_bin.26	91.27	2.013	0.461	211677	28	3050134	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp910589665	Yes
Animal	SRR17230215_bin.2	92.1	1.559	0.478	64051	78	3052778	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sporofaciens	s__Sporofaciens sp000403455	Yes
Animal	ERR2027911_bin.9	97.92	2.848	0.553	97393	47	3054160	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA1066	s__UBA1066 sp900317515	Yes
Clinical	SRR18191191_bin.25	99.36	1.582	0.459	80329	61	3056929	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Animal	SRR29757236_bin.76	90.53	3.797	0.409	13582	301	3057357	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Animal	SRR29757239_bin.27	92.72	0	0.497	126288	48	3064975	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__Choladocola avistercoris	Yes
Animal	ERR2027907_bin.28	99.32	0.457	0.332	72763	89	3089515	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-603	s__CAG-603 sp900314555	Yes
Environment	ERR1713381_bin.12	96.24	1.898	0.405	33154	202	3104958	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAAYYM01	s__	No
Animal	SRR24359754_bin.16	100	1.342	0.461	217674	30	3107081	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__	No
Clinical	SRR14017564_bin.4	91.19	1.265	0.417	48519	105	3111670	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A wexlerae_B	Yes
Animal	SRR29757225_bin.30	92.56	4.43	0.508	83312	321	3128092	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter intestinigallinarum	Yes
Clinical	SRR13077684_bin.16	100	0.94	30.29	65936	73	3143161	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A longicatena	Yes
Animal	ERR2282092_bin.76	92.99	3.29	0.504	21772	235	3143834	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bilifractor	s__Bilifractor sp900314295	Yes
Animal	SRR29536164_bin.8	96.18	2.109	0.472	10319	172	3146815	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catenibacillus	s__Catenibacillus faecigallinarum	Yes
Animal	SRR20930591_bin.18	97.7	0.656	0.443	114908	66	3147510	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__VSOB01 sp910587635	Yes
Animal	ERR2027899_bin.12	96.26	0.545	0.556	34255	138	3150199	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-791	s__CAG-791 sp900315055	Yes
Animal	SRR29409648_bin.23	98.73	0.158	0.501	52392	181	3150403	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Caccovicinus	s__Caccovicinus merdipullorum	Yes
Animal	CRR657449_bin.50	95.32	1.152	0.424	68983	75	3150756	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MD308	s__MD308 sp910584615	Yes
Animal	SRR29429271_bin.18	94.93	0	0.484	93941	864	3157473	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1370	s__UMGS1370 sp904395885	Yes
Animal	SRR29757238_bin.54	99.36	0.534	0.359	87909	122	3170829	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis	Yes
Clinical	SRR18191179_bin.46	94.73	2.729	0.472	69602	90	3182833	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas sp904393575	Yes
Clinical	SRR14693227_bin.25	94.93	0.316	0.511	28757	143	3192854	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma faecalis	Yes
Animal	SRR29354207_bin.1	98.08	0.212	0.444	64004	382	3204448	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp944380235	Yes
Animal	SRR24359757_bin.26	98.27	0.656	0.489	126881	52	3209820	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__VSOB01 sp910587155	Yes
Animal	SRR20930591_bin.67	90.2	1.392	0.533	7591	539	3217144	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3402	s__UBA3402 sp910577935	Yes
Animal	ERR2027904_bin.79	95.35	1.545	0.417	46803	116	3224459	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900552085	Yes
Clinical	CRR476097_bin.32	94.04	1.008	0.452	44813	124	3228695	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900066145	Yes
Clinical	SRR14000983_bin.1	96.78	1.169	0.47	69952	77	3250306	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter sp900553885	Yes
Animal	SRR23013066_bin.57	91.95	1.648	0.453	123586	51	3253300	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp910588845	Yes
Animal	SRR24359756_bin.46	97.33	1.149	0.478	83100	68	3260768	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA7050	s__UBA7050 sp003979345	Yes
Environment	ERR1713362_bin.17	96.81	3.806	0.469	29660	191	3297298	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__	No
Animal	SRR20930606_bin.41	95.97	1.149	0.487	191444	37	3317595	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp009774175	Yes
Clinical	SRR13077914_bin.20	100	1.12	29.12	127304	41	3319485	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes hadrus	Yes
Animal	CRR657437_bin.38	94.25	0.574	0.459	113443	54	3321832	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__	No
Animal	SRR20930591_bin.51	98.65	2.013	0.441	78301	79	3327203	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp910575665	Yes
Animal	SRR29429232_bin.25	93.98	2.777	0.498	87260	56	3328655	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter intestinavium	Yes
Animal	SRR24857235_bin.2	90.43	1.853	0.469	7983	561	3328846	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_J	s__Eubacterium_J sp910574915	Yes
Animal	SRR10103343_bin.38	94.18	2.898	0.521	93582	56	3336357	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp910586835	Yes
Animal	SRR15023572_bin.13	96.86	1.677	0.457	26286	190	3340122	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mobilitalea	s__	No
Animal	SRR29757215_bin.35	97.46	1.265	0.484	94974	59	3345574	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A faecipullorum	Yes
Clinical	SRR18191153_bin.31	94.62	0.632	0.514	93358	47	3350394	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdiplasma	s__	No
Clinical	ERR4283180_bin.8	95.56	0	0.434	100463	57	3365924	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Novisyntrophococcus	s__Novisyntrophococcus sp900539175	Yes
Animal	ERR2027892_bin.25	97.76	0	0.379	75407	117	3368771	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA9722	s__UBA9722 sp900315015	Yes
Animal	SRR29757221_bin.64	96.69	3.131	0.458	36907	65	3378982	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia avicola	Yes
Animal	SRR29449918_bin.3	98.39	2.089	0.458	23042	204	3380130	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia stercorigallinarum	Yes
Animal	CRR657437_bin.37	96.65	1.412	0.462	47849	128	3388238	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp910587895	Yes
Animal	SRR29429240_bin.30	99.1	1.342	0.499	71359	42	3392662	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Caccomorpha	s__Caccomorpha excrementavium	Yes
Animal	SRR20930587_bin.30	96.55	1.33	0.491	61448	94	3400899	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__14-2 sp910577785	Yes
Animal	SRR18233563_bin.1	92.45	2.028	0.482	109709	56	3408337	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp910578815	Yes
Clinical	SRR13077916_bin.18	99.35	0	50.74	103530	65	3408364	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	Yes
Clinical	SRR18191133_bin.7	99.36	0	0.454	125285	50	3431351	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__Choladousia sp900757145	Yes
Animal	SRR29757236_bin.4	97.45	0	0.448	135440	48	3431945	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia merdipullorum	Yes
Animal	SRR17230217_bin.10	95.17	2.237	0.446	27179	211	3434619	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp000403335	Yes
Animal	SRR15023572_bin.49	97.74	1.006	0.43	155803	42	3441603	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mobilitalea	s__	No
Clinical	ERR525720_bin.43	99.12	0.756	0.474	47640	132	3443020	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter sp900541505	Yes
Animal	SRR29429272_bin.13	94.3	0.632	0.515	87553	38	3445561	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pullilachnospira	s__Pullilachnospira stercoravium	Yes
Animal	SRR29354204_bin.7	94.15	0.292	0.481	77314	173	3445696	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter merdavium	Yes
Animal	SRR18233562_bin.27	90.8	1.619	0.516	81092	116	3451075	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp910587755	Yes
Animal	SRR10103341_bin.15	91.37	1.01	0.486	37270	133	3460026	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__UBA3282 sp009774575	Yes
Animal	SRR15023572_bin.18	96.42	2.572	0.405	60124	104	3464392	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mobilitalea	s__	No
Animal	SRR21163437_bin.11	94.22	3.797	0.395	78669	106	3481002	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
