Category,Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification,p,c,o,f,g,s,Annotated.at.the.species.level
Environment,SRR13727517_bin.38,92.6,0.434,0.636,328235,17,3457902,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__Parvibaculum,s__,No
Environment,ERR6430820_bin.6,96.52,4.273,0.469,545428,8,3458161,d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__JADFGI01,s__,No
Environment,ERR1713346_bin.29,92.57,4.308,0.648,70186,86,3459635,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__LD1-PB3_B,f__Lenti-01,g__Lenti-01,s__,No
Animal,SRR10103341_bin.15,91.37,1.01,0.486,37270,133,3460026,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__UBA3282 sp009774575,Yes
Environment,SRR11674038_bin.11,93.57,3.072,0.331,25556,183,3460120,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__IGN3,s__IGN3 sp016709765,Yes
Clinical,SRR19580919_bin.9,97.4,1.265,0.434,20699,241,3460402,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp021771755,Yes
Environment,SRR22259301_bin.6,91.82,4.904,0.582,9634,426,3461201,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA3939,g__BOG-1460,s__,No
Environment,ERR6430825_bin.4,93.11,1.616,0.563,30059,178,3461623,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales_A,f__2-02-FULL-58-16_A,g__JACNJU01,s__,No
Clinical,SRR16124286_bin.9,100,0.295,0.569,362945,27,3461647,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio sp019422935,Yes
Environment,SRR18577028_metabat2_bin.34,90.05,3.55,58.13,11841,422,3461981,d__Bacteria,p__Armatimonadota,c__BOG-944,o__Capsulimonadales,f__Capsulimonadaceae,g__,s__,No
Environment,SRR13727526_bin.43,98.85,0.014,0.571,895288,8,3462245,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__Parvibaculum,s__,No
Animal,ERR2027919_bin.28,94.13,2.993,0.524,51298,138,3463658,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900321965,Yes
Clinical,SRR4408050_bin.1,94.4,0.867,0.476,86805,64,3464269,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp900551445,Yes
Animal,SRR15023572_bin.18,96.42,2.572,0.405,60124,104,3464392,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mobilitalea,s__,No
Environment,ERR6430828_bin.3,96.27,2.931,0.449,62119,101,3466160,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__SZUA-229,f__SZUA-229,g__GCA-2746365,s__,No
Animal,SRR15023612_bin.20,95.96,1.881,0.31,113077,55,3466259,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_X,s__Clostridium_X cadaveris,Yes
Environment,SRR25018315_bin.3,93.12,0.632,0.389,7796,579,3467044,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__,No
Clinical,SRR159100679.bin_14,99.33,0,42.3,193753,1,3467132,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus eutactus,Yes
Clinical,SRR159100533.bin_3,99.62,0,43.4,541237,1,3467326,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis,Yes
Environment,SRR13727517_bin.6,96.5,1.38,0.615,48779,115,3467447,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__GCA-002840015,s__,No
Environment,SRR18577028_metabat2_bin.82,95.6,3.73,65.58,19487,295,3467754,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__FEN-1250,s__,No
Environment,SRR8223441_bin.22,91.46,1.642,0.501,11912,433,3468972,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__Ferruginibacter sp017303335,Yes
Clinical,SRR178278481.bin_3,99.36,0,40.9,138578,2,3469041,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp000432195,Yes
Environment,SRR11195980_bin.32,99.22,1.785,0.497,98154,57,3469435,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae,g__Robiginitomaculum_A,s__Robiginitomaculum_A sp004283035,Yes
Environment,ERR1713394_bin.109,92.51,1.73,0.312,14325,370,3469721,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__UBA2268,g__,s__,No
Environment,SRR18576997_vamb_bins_S1C4378,95.89,0.62,59.62,70043,66,3469963,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polaromonas,s__,No
Animal,SRR15023602_bin.5,95.6,1.198,0.522,105177,63,3470576,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,s__,No
Environment,ERR6430846_bin.7,96.52,2.564,0.444,262350,21,3471294,d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__LS-NOB,s__,No
Animal,SRR15023610_bin.35,90.01,1.889,0.56,98565,67,3471831,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1189,s__UBA1189 sp024697785,Yes
Environment,SRR21524767_bin.45,99.45,0.049,0.338,34089,146,3472803,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__M0103,s__,No
Clinical,CRR476071_bin.18,100,0.24,0.575,603149,11,3473835,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes montrealensis,Yes
Clinical,SRR13077673_bin.37,97.74,0.64,47.23,64332,109,3474984,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii,Yes
Environment,SRR13727524_bin.11,92.93,0.724,0.635,252176,26,3475534,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Nevskiales,f__Nevskiaceae,g__Stagnimonas,s__,No
Environment,SRR11674018_bin.46,98.29,2.136,0.702,41525,139,3476088,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__Kalu-18,s__Kalu-18 sp016700055,Yes
Clinical,ERR3405155_bin.4,99.19,0,0.296,561971,17,3476884,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium paraputrificum,Yes
Clinical,ERR3405612_bin.4,97.98,0.692,0.519,211746,27,3476994,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Clostridium_E,s__Clostridium_E jeddahense,Yes
Environment,ERR1713396_bin.60,97.12,2.414,0.519,43352,138,3477145,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,No
Clinical,SRR5405860_bin.2,100,0.234,0.272,373473,23,3480030,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Paraclostridium,s__Paraclostridium sordellii,Yes
Clinical,SRR17827892.bin_15,99.37,1.74,45.2,286467,6,3480719,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A hydrogenotrophica,Yes
Animal,SRR21163437_bin.11,94.22,3.797,0.395,78669,106,3481002,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,No
Environment,ERR6430831_bin.2,97.82,2.347,0.426,568345,32,3481023,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__SZUA-229,f__SZUA-229,g__GCA-2746365,s__,No
Environment,SRR8404396_bin.24,90.63,1.473,0.6,19832,236,3481437,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeobacter,s__Phaeobacter italicus,Yes
Environment,SRR16108669_bin.76,91.23,1.756,0.587,10339,458,3481684,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__UBA7540,f__UBA7540,g__JACQNR01,s__,No
Environment,SRR13727532_bin.4,98.3,1.344,0.446,45919,115,3482480,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__UBA4132,s__,No
Environment,ERR1713363_bin.1,93.89,2.711,0.628,23374,209,3482639,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__Giesbergeria,s__,No
Clinical,SRR17648436_bin.6,98.71,0,0.382,133052,67,3483276,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__,No
Clinical,SRR6257477_bin.2,97.58,2.347,0.278,81321,67,3483630,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium sp900547475,Yes
Clinical,SRR17827901.bin_17,99.7,0.89,59.3,23322,2,3484023,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella sp003150275,Yes
Environment,ERR2592273_bin.5,94.32,2.298,0.417,14615,320,3484045,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter pullicarnis,Yes
Clinical,SRR5963369_bin.5,96.77,2.291,0.289,81845,81,3484066,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium disporicum,Yes
Environment,SRR18576996_metabat2_bin.83,92.78,2.36,51.25,17236,294,3484341,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__,g__,s__,No
Environment,SRR18576999_metabat2_bin.8,95.77,1.47,57.37,25551,260,3485504,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhodoferax,s__,No
Animal,SRR20930603_bin.54,97.46,1.582,0.462,69037,78,3487180,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MGBC164599,s__MGBC164599 sp910588825,Yes
Environment,SRR25018357_bin.21,99.54,0.625,0.685,128034,47,3487181,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,No
Environment,ERR6430846_bin.18,98.82,1.877,0.386,444578,20,3487445,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__SZUA-229,f__,g__,s__,No
Animal,SRR15023592_bin.5,99.28,2.142,0.434,221387,25,3488289,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__ML635J-15,g__Bact-19,s__Bact-19 sp902776565,Yes
Environment,ERR6430836_bin.6,91.69,3.296,0.623,13568,345,3488774,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,f__UBA6960,g__,s__,No
Environment,SRR6144761_bin.17,99.02,0.324,0.531,405542,15,3489184,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Ponticaulis,s__,No
Animal,CRR657435_bin.35,97.65,0.671,0.48,99528,50,3489199,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp910583555,Yes
Environment,SRR8208343_bin.77,92.13,2.991,0.712,12904,447,3489803,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__AWTP1-35,s__AWTP1-35 sp003962875,Yes
Environment,SRR11674012_bin.1,91.59,1.787,0.425,4818,940,3490150,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__UBA4132,s__,No
Clinical,ERR3405098_bin.4,100,0,0.4,97760,72,3492268,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter ursingii,Yes
Environment,SRR11673976_bin.8,96.28,0,0.36,67871,100,3492611,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__UBA3362,s__UBA3362 sp016712145,Yes
Environment,SRR18577024_vamb_S1C35,99.24,0.57,42.13,177725,31,3492651,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__,No
Clinical,SRR17827918.bin_2,99.37,0,41.8,441503,12,3492929,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A obeum,Yes
Environment,SRR18576995_vamb_S1C6576,92.23,1.41,64.31,26614,166,3493052,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Palsa-881,s__,No
Environment,SRR8208348_bin.19,93.02,0.483,0.676,236173,42,3494353,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Gordonia,s__Gordonia sp002477755,Yes
Environment,SRR18577022_metabat2_bin.9,99.29,2.33,61.87,58779,124,3494669,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Blastomonas,s__,No
Environment,SRR9924780_bin.14,90.6,4.395,0.7,14785,297,3495532,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__JADFNB01,s__,No
Environment,SRR13727534_bin.127,92.4,0,0.523,123689,58,3495590,d__Bacteria,p__Omnitrophota,c__Omnitrophia,o__Omnitrophales,f__Aquincolibacteriaceae,g__,s__,No
Clinical,CRR476074_bin.5,100,2.247,0.296,83359,74,3495713,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A ulcerans_A,Yes
Environment,ERR1019366_bin.25,95.44,2.706,0.689,103156,51,3495915,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,s__Palsa-744 sp017882455,Yes
Environment,SRR22259279_bin.2,97.26,3.834,0.663,7708,594,3496045,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__UBA4719,s__,No
Animal,SRR15023610_bin.51,93.8,1.486,0.565,83414,70,3496170,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4372,s__UBA4372 sp017526905,Yes
Animal,SRR20930597_bin.50,90.53,4.362,0.598,10054,449,3496231,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__Pelethomonas sp009774055,Yes
Clinical,ERR525959_bin.2,96.9,0,0.445,33066,170,3496591,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter sp900544025,Yes
Environment,SRR13727533_bin.22,98.25,0.804,0.481,20165,249,3496723,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Methylobacter_A,s__,No
Environment,SRR25018316_bin.6,93.3,1.955,0.362,20517,286,3498350,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,No
Environment,SRR9924797_bin.101,97.4,2.411,0.701,12275,417,3498795,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus indicus,Yes
Environment,SRR23962316_bin.5,99.56,4.057,0.661,277350,18,3498864,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas_D,s__Luteimonas_D sp024707405,Yes
Animal,ERR2027905_bin.51,95.83,2.364,0.523,23793,256,3499590,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900317545,Yes
Environment,ERR6430834_bin.7,99.18,4.441,0.378,188485,40,3500245,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__UBA6429,f__UBA6429,g__JAGLTQ01,s__,No
Animal,SRR15023591_bin.22,95.04,1.328,0.45,75568,119,3501432,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NK4A144,s__NK4A144 sp902803745,Yes
Environment,SRR25018332_bin.31,99.24,0.523,0.628,289000,147,3501479,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__,No
Environment,SRR11674018_bin.76,97.52,0,0.403,98052,98,3501885,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__UBA3362,s__UBA3362 sp016716185,Yes
Animal,SRR23013067_bin.13,97.41,3.065,0.462,60066,84,3504725,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,No
Clinical,SRR17827878.bin_1,100,0,63.9,153272,3,3506524,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Eggerthella,s__Eggerthella lenta,Yes
Environment,SRR18577056_maxbin2_bin.4,97.92,2.67,63.38,97940,89,3506865,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella_A,s__,No
Environment,SRR21524758_bin.25,98.14,1.734,0.692,47137,131,3507457,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Zeimonas,s__,No
Environment,SRR11674005_bin.36,91.62,1.439,0.398,10218,454,3507680,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,s__JJ008 sp016719015,Yes
Environment,SRR18577029_metabat2_bin.13,94.84,0,62.51,33910,177,3508190,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas fragariae,Yes
Animal,SRR24359761_bin.25,95.94,0.675,0.356,53129,108,3508340,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter sp910586555,Yes
Environment,SRR17658285_bin.1,93.29,4.403,0.581,46397,153,3508471,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Acidiferrobacterales,f__SPGG2,g__SZUA-472,s__SZUA-472 sp003251795,Yes
Environment,SRR13727528_bin.2,94.83,3.87,0.503,9613,501,3509667,d__Bacteria,p__Desulfobacterota_F,c__SM23-61,o__SM23-61,f__SM23-61,g__JAHJQK01,s__,No
Environment,SRR18577007_metabat2_bin.39,96.88,1.44,35.27,16415,336,3509850,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__,s__,No
Animal,ERR2027898_bin.22,98.65,0.671,0.409,245156,26,3510125,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__Eubacterium_Q sp900316715,Yes
Environment,ERR9855093_bin.30,95.76,3.748,0.383,22987,303,3510169,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__,No
Animal,SRR29429269_bin.16,99.32,0.637,0.487,97397,19,3510364,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus sp001305115,Yes
Environment,SRR21524754_bin.12,90.89,0,0.569,8778,533,3510380,d__Bacteria,p__Bdellovibrionota,c__UBA2361,o__UBA2361,f__OMII01,g__,s__,No
Environment,SRR13727527_bin.162,96.21,4.201,0.639,8131,621,3510389,d__Bacteria,p__Desulfobacterota_E,c__Deferrimicrobia,o__Deferrimicrobiales,f__Deferrimicrobiaceae,g__Deferrimicrobium,s__Deferrimicrobium sp024653725,Yes
Environment,SRR13727533_bin.18,90.09,1.74,0.636,22419,240,3511282,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__Polaromonas,s__,No
Environment,SRR18577031_vamb_bins_S1C5129,92.31,2.2,67.26,50625,99,3511374,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__,No
Animal,SRR17230211_bin.39,93.1,1.8,0.444,81376,71,3511586,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__14-2 sp910585895,Yes
Environment,ERR1713386_bin.3,98.22,0.493,0.614,124754,67,3511652,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Frigididesulfovibrio,s__,No
Environment,ERR1713406_bin.17,90.89,0.99,0.361,9410,489,3512603,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9,s__OLB9 sp016717105,Yes
Clinical,SRR17827880.bin_20,99.37,0,46.3,216751,12,3514782,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__GCA-900066135,s__GCA-900066135 sp900066135,Yes
Environment,SRR11674037_bin.7,93.64,4.176,0.693,15470,345,3514922,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Phosphoribacter,s__Phosphoribacter baldrii,Yes
Animal,CRR657435_bin.18,92,0.929,0.468,52908,106,3515299,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp910585845,Yes
Clinical,CRR057320_bin.45,95.63,0.335,0.384,64559,108,3515543,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__UBA4716,s__UBA4716 sp900556575,Yes
Environment,SRR13727533_bin.26,99.3,0.4,0.505,290315,18,3515878,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Herminiimonas,s__,No
Clinical,SRR4305192_bin.3,98.51,0.309,0.449,94705,55,3516342,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp900540105,Yes
Environment,SRR18577040_metabat2_bin.25,92.9,0.92,64.59,8717,553,3516459,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__,No
Environment,SRR6144760_bin.18,99.08,1.58,0.585,191703,54,3516867,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Hyphomonas,s__Hyphomonas sp000682775,Yes
Animal,SRR15023592_bin.63,99.32,1.006,0.551,117689,68,3518055,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Firm-04,s__Firm-04 sp024695445,Yes
Animal,ERR2027921_bin.39,97.09,0.929,0.512,70455,94,3518254,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900317685,Yes
Environment,SRR8208344_bin.43,96.25,0.632,0.482,60311,94,3520374,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA1066,s__UBA1066 sp002316215,Yes
Clinical,SRR18191128_bin.23,91.47,0,0.479,67728,66,3520464,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__Mediterranea ndongoniae,Yes
Environment,SRR13727517_bin.42,92.72,0.909,0.496,95417,75,3521025,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__OLB14,s__,No
Environment,SRR13727522_bin.24,97.33,1.391,0.354,46250,134,3521607,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,s__,No
Animal,SRR29757239_bin.1,99.05,1.886,0.299,54475,292,3522989,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Thomasclavelia,s__Thomasclavelia sp017889095,Yes
Clinical,SRR14000773_bin.7,97.36,0.952,0.415,160617,37,3523614,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_I,s__Bacteroides_I graminisolvens,Yes
Environment,ERR6430843_bin.3,98,4.019,0.428,99570,64,3524691,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__SZUA-229,f__SZUA-229,g__LH-M37,s__,No
Clinical,SRR23364231_bin.99,97.98,0.671,0.564,60967,110,3526484,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1591,s__UMGS1591 sp905198295,Yes
Animal,CRR657448_bin.10,95.16,0,0.466,66621,81,3527174,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp002491635,Yes
Environment,ERR6430845_bin.2,97.69,1.153,0.383,28355,218,3527384,d__Bacteria,p__Bacillota,c__Bacilli,o__Caldalkalibacillales,f__JCM-10596,g__,s__,No
Environment,SRR18577049_vamb_S1C9990,94.02,0.31,65.72,86070,61,3528037,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,No
Environment,SRR6144754_bin.41,96.66,0.716,0.421,15928,298,3529719,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,g__Croceimicrobium,s__,No
