Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
SRR6144758_bin.9,96.59,3.409,0.389,31659,391,7964198,d__Bacteria;p__Planctomycetota;c__Uabimicrobiia;o__Uabimicrobiales;f__Uabimicrobiaceae;g__Uabimicrobium;s__
SRR6144759_bin.12,91.79,2.368,0.491,10299,531,4230426,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas sp002729795
SRR6144759_bin.18,91.2,3.247,0.646,20190,265,3961158,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola atlanticus
SRR6144759_bin.19,94.65,0.652,0.459,14694,214,2184148,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__GCA-2708415;s__
SRR6144759_bin.22,90.88,0.811,0.613,303037,22,2921157,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella sp002733705
SRR6144759_bin.24,96.99,1.136,0.652,148024,37,3384167,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis sp017642925
SRR6144759_bin.25,97.46,0.19,0.362,24747,281,4216357,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda
SRR6144759_bin.26,92.61,2.116,0.67,55834,120,4491829,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger bermudensis
SRR6144759_bin.27,98.78,0.606,0.658,74316,67,3274261,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sp002294185
SRR6144759_bin.29,98.77,0.543,0.628,229781,30,3715137,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__
SRR6144759_bin.3,90.34,3.548,0.667,31278,243,5087392,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola_C;s__
SRR6144759_bin.30,93.45,2.678,0.389,347077,28,3745071,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735
SRR6144759_bin.31,95.53,2.173,0.631,185120,28,3374894,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__Abyssibacter sp023146115
SRR6144759_bin.32,96.53,0.998,0.623,45479,159,4283940,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Oricola;s__Oricola sp002706335
SRR6144759_bin.33,94.75,4.885,0.577,66655,98,3811805,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter nauticus
SRR6144759_bin.34,97.22,4.068,0.502,29889,454,9386498,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter;s__
SRR6144759_bin.37,97.85,1.293,0.567,72018,70,3143877,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas aquamarina
SRR6144759_bin.39,97.18,1.346,0.669,38717,145,3080397,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp002313585
SRR6144759_bin.4,97,1.004,0.41,18525,307,4137579,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__
SRR6144759_bin.41,95.76,1.268,0.608,33379,144,3236321,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Oceanococcaceae;g__MS8;s__
SRR6144759_bin.43,98.01,0.099,0.387,21361,150,2186318,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__GCA-2720935;g__GCA-2720935;s__GCA-2720935 sp002720935
SRR6144759_bin.44,97.85,1.266,0.456,42261,124,3203055,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter;s__
SRR6144759_bin.45,91.2,1.957,0.663,28829,191,3944852,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Puniceibacterium;s__Puniceibacterium profundi
SRR6144759_bin.48,96.96,1.597,0.597,589611,31,3797267,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis;s__
SRR6144759_bin.53,97.9,2.372,0.421,100653,88,4343533,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda aurea
SRR6144759_bin.54,99.66,0.174,0.318,374929,14,2927528,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesoflavibacter;s__
SRR6144759_bin.57,95.5,1.2,0.634,260093,23,4199266,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis;s__
SRR6144759_bin.59,94.74,1.492,0.599,36509,168,3955544,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA4479;s__UBA4479 sp017644185
SRR6144759_bin.6,94.01,3.846,0.686,36637,175,4656425,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__
SRR6144759_bin.62,98.78,2.121,0.345,154337,59,4866384,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pustulibacterium;s__
SRR6144759_bin.64,98.63,0.251,0.646,72082,85,3377165,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Modicisalibacter;s__Modicisalibacter zincidurans
SRR6144759_bin.65,99.35,0.974,0.608,275818,42,3724590,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA5336;s__
SRR6144759_bin.70,98.45,2.762,0.544,143620,71,5268715,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665
SRR6144759_bin.71,96.66,2.453,0.55,165832,26,3390890,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Oleibacter;s__Oleibacter sp002298335
SRR6144759_bin.8,97.9,1.133,0.668,138894,58,4290550,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halovulum;s__
SRR6144760_bin.1,92.53,4.908,0.639,8571,489,3140897,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis alexandrii
SRR6144760_bin.13,95.04,4.583,0.668,50591,126,4984111,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger bermudensis
SRR6144760_bin.14,92.44,1.575,0.548,9500,549,3828482,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira sp001613795
SRR6144760_bin.15,96.54,0.905,0.631,121569,40,3458627,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__Abyssibacter sp023146115
SRR6144760_bin.17,99.5,0.785,0.628,149478,33,3743481,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__
SRR6144760_bin.18,99.08,1.58,0.585,191703,54,3516867,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775
SRR6144760_bin.19,99.07,0.33,0.309,51915,87,2896536,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesoflavibacter;s__Mesoflavibacter profundi
SRR6144760_bin.2,97.62,1.113,0.489,56310,108,3515270,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01;s__
SRR6144760_bin.20,93.97,3.497,0.717,28214,151,3236277,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium sp001423335
SRR6144760_bin.23,93.45,1.785,0.336,52413,189,3820077,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__GCA-2706205;s__
SRR6144760_bin.24,92.09,4.672,0.49,8345,726,4679612,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__
SRR6144760_bin.3,95.26,4.713,0.654,20833,233,3140408,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis terrae
SRR6144760_bin.30,100,4.368,0.33,35743,84,1300936,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013390905
SRR6144760_bin.32,98.83,1.385,0.608,158351,34,3640646,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA5336;s__
SRR6144760_bin.35,97.13,1.981,0.669,34276,134,3106586,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp002313585
SRR6144760_bin.38,95.69,0,0.464,31249,84,1591862,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7879;f__;g__;s__
SRR6144760_bin.39,94.92,2.262,0.387,11414,250,2194578,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__GCA-2720935;g__GCA-2720935;s__GCA-2720935 sp002720935
SRR6144760_bin.40,90.66,2.922,0.599,19694,226,3464350,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella pelagia
SRR6144760_bin.41,95.63,2.726,0.589,12847,380,3350444,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp014762765
SRR6144760_bin.42,93.73,3.111,0.457,8689,415,2790793,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter;s__
SRR6144760_bin.44,98.08,2.762,0.544,89793,102,5334521,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665
SRR6144760_bin.9,90.74,0.579,0.446,205090,12,1894575,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA9664;s__
SRR6144761_bin.1,95.93,4.341,0.45,36746,157,3914473,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica
SRR6144761_bin.11,90.91,2.851,0.552,12434,335,3219847,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__
SRR6144761_bin.12,92.07,3.012,0.491,12481,540,4384974,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas sp002729795
SRR6144761_bin.15,99.24,1.606,0.411,31360,244,4524196,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas lipolytica_A
SRR6144761_bin.16,90.57,3.032,0.645,17614,338,4072093,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola atlanticus
SRR6144761_bin.17,99.02,0.324,0.531,405542,15,3489184,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__
SRR6144761_bin.18,91.52,1.001,0.366,8865,543,3703560,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga atlantica
SRR6144761_bin.2,98.27,2.023,0.507,180857,44,4040235,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01;s__PZPK01 sp006212045
SRR6144761_bin.21,98.44,2.905,0.585,52101,131,3724857,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775
SRR6144761_bin.27,98.41,2.037,0.49,51660,111,3477664,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01;s__
SRR6144761_bin.29,97.97,1.298,0.636,26367,176,2711047,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Glycocaulis;s__Glycocaulis albus
SRR6144761_bin.31,99.5,0.543,0.628,162307,33,3678053,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__
SRR6144761_bin.32,91.66,2.678,0.389,49796,102,3647387,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735
SRR6144761_bin.35,93.52,4.277,0.666,51529,160,5281755,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger bermudensis
SRR6144761_bin.37,90.86,1.68,0.724,15586,729,7800416,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA2385;g__CAJWOS01;s__
SRR6144761_bin.38,98.97,0.174,0.31,50113,89,2985493,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesoflavibacter;s__Mesoflavibacter profundi
SRR6144761_bin.4,94.93,3.317,0.545,126607,70,5160777,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665
SRR6144761_bin.45,95.69,0,0.465,96736,34,1552463,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7879;f__;g__;s__
SRR6144761_bin.5,98.41,0.905,0.63,106698,45,3445391,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__OUC007;g__Abyssibacter;s__Abyssibacter sp023146115
SRR6144761_bin.50,97.72,0.649,0.609,284270,21,3446356,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA5336;s__
SRR6144761_bin.7,95.45,1.704,0.681,35410,165,3753912,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1926;s__
SRR8205411_bin.14,95.59,1.51,0.739,30193,532,9292081,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__
SRR8205411_bin.18,91.43,1.176,0.367,7787,856,5208710,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__JACKPC01;s__JACKPC01 sp024233835
SRR8205411_bin.20,94.46,2.216,0.456,9702,591,4488024,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__UBA2359;s__UBA2359 sp002212985
SRR8205411_bin.25,97.4,3.865,0.389,18772,229,2822850,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__OLB10;s__OLB10 sp001567275
SRR8205411_bin.3,95.45,2.946,0.533,63579,201,7897088,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JACJXW01;s__JACJXW01 sp020636405
SRR8205411_bin.32,90.95,2.045,0.499,6690,926,4928980,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__UBA8639 sp020632595
SRR8205411_bin.34,99.01,1.108,0.372,56520,103,3224963,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp018268155
SRR8205411_bin.4,90.83,0,0.563,263729,27,2655468,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__GCA-016699535;g__JACKDX01;s__JACKDX01 sp020633325
SRR8205411_bin.44,99.49,3.114,0.552,43498,234,6691689,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JACJYE01;s__JACJYE01 sp020636255
SRR8205411_bin.45,95.8,1.694,0.729,52869,393,9162195,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__JADJRG01;s__
SRR8205411_bin.49,98.01,1.485,0.412,110235,59,3596943,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405
SRR8205411_bin.51,91.94,1.751,0.506,6960,603,3207914,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__ELB16-189 sp020635915
SRR8205411_bin.53,96.58,3.846,0.733,180439,73,5171762,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAEUJM01;g__JAEUJM01;s__
SRR8205411_bin.54,90.05,4.088,0.691,7370,789,4270214,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp020438785
SRR8205411_bin.55,95.21,1.485,0.546,51823,154,3879364,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAGNXB01;s__JAGNXB01 sp020636225
SRR8205411_bin.56,98.1,0.54,0.693,47225,109,2775763,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A elongatus
SRR8205411_bin.6,97.54,0.909,0.501,23499,225,3260209,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__JACKFE01;s__JACKFE01 sp020632635
SRR8205411_bin.60,99.75,0,0.372,44374,152,2838722,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__;s__
SRR8205411_bin.61,93.07,2.575,0.66,9406,453,3339021,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum sp024236495
SRR8205411_bin.63,96.69,3.465,0.386,22962,218,3529738,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella sp023957575
SRR8205411_bin.68,94.26,0,0.403,353556,17,3082666,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__JAEYVS01;s__JAEYVS01 sp020635255
SRR8205411_bin.7,96.66,1.888,0.624,27675,280,3899277,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__41T-STBD-0c-01a sp024235315
SRR8205411_bin.71,98,1.026,0.651,155853,41,3380154,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__Defluviicoccus_A;s__Defluviicoccus_A seviourii
SRR8205411_bin.8,96.81,1.818,0.641,16855,801,8162450,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea sp020634815
SRR8205411_bin.9,91.81,2.727,0.616,171639,55,4443300,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__Promineofilum;s__Promineofilum sp020634335
SRR8206192_bin.11,97.95,1.548,0.534,45277,195,4280282,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__JADJWY01;s__
SRR8206192_bin.14,90.42,4.758,0.316,13583,275,2477660,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium cyclinae
SRR8206192_bin.16,95.53,2.678,0.394,60995,136,3580601,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__JAKUPT01;s__
SRR8206192_bin.29,95,1.304,0.447,48195,67,1977531,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1573;s__UBA1573 sp002425415
SRR8206192_bin.31,97.15,2.369,0.327,236707,23,1471233,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__;s__
SRR8206192_bin.33,95.46,3.174,0.506,26735,292,4709856,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__LZORAL124-50-18;s__
SRR8206192_bin.4,99.05,0.263,0.51,182165,40,4546029,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__CAMCXE01;s__
SRR8206192_bin.40,93.69,0.27,0.693,31557,154,2740577,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A elongatus
SRR8206192_bin.49,95.26,2.871,0.499,45920,117,2972249,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__
SRR8206192_bin.50,94.62,1.075,0.392,58631,56,1388040,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6184;f__UBA6184;g__;s__
SRR8206192_bin.52,93.54,2.527,0.663,76761,157,4542946,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp020438995
SRR8206192_bin.60,94.49,1.537,0.51,48805,114,2654177,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Venatoribacter;s__
SRR8206192_bin.62,94.62,0,0.371,74998,45,1466815,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Paracaedibacterales;f__CAIULA01;g__;s__
SRR8206192_bin.65,94.03,4.562,0.623,12678,875,7381045,d__Bacteria;p__Myxococcota;c__WYAZ01;o__WYAZ01;f__WYAZ01;g__JADJPE01;s__
SRR8206192_bin.7,92.13,3.846,0.714,10368,468,3401606,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__AWTP1-35;s__AWTP1-35 sp003962875
SRR8206192_bin.8,90.88,1.765,0.488,12615,309,2840524,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__UBA11426 sp003448375
SRR8206192_bin.9,96.2,1.249,0.646,102457,49,3084360,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azospira_A;s__
SRR8208343_bin.13,97.5,0.985,0.372,17249,262,3040958,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp018268155
SRR8208343_bin.17,90.02,4.434,0.628,22745,227,3251326,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__41T-STBD-0c-01a sp024235315
SRR8208343_bin.18,93.05,2.071,0.551,7505,389,2355661,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria suis
SRR8208343_bin.20,95.79,1.98,0.387,67077,90,3579566,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella sp023957575
SRR8208343_bin.23,90.22,1.312,0.687,11089,382,2980488,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Micropruina;s__Micropruina glycogenica
SRR8208343_bin.27,90.33,1.788,0.635,54725,162,4207492,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Cognatazoarcus;s__Cognatazoarcus halotolerans
SRR8208343_bin.31,91.62,1.642,0.487,27950,258,2967098,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__UBA11426 sp003448375
SRR8208343_bin.32,91.99,2.641,0.466,19364,157,1916459,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis
SRR8208343_bin.36,92.67,2.16,0.621,12371,357,3184661,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__
SRR8208343_bin.4,93.62,2.302,0.415,15247,242,2583175,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__Bacteroides_I graminisolvens
SRR8208343_bin.43,95.94,1.144,0.693,26779,160,2778773,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A elongatus
SRR8208343_bin.44,97.51,0.679,0.651,37698,121,3272499,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__Defluviicoccus_A;s__Defluviicoccus_A seviourii
SRR8208343_bin.5,91.1,1.97,0.382,17527,217,2720238,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp002069045
