Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
SRR23013071_bin.25,91.73,2.298,0.469,22025,243,3697665,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp009774345
SRR23013071_bin.26,91.27,2.013,0.461,211677,28,3050134,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910589665
SRR23013071_bin.27,94.82,2.49,0.452,101514,58,3394102,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp910588845
SRR23013071_bin.29,92.64,2.264,0.506,23505,133,1985009,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR23013071_bin.32,92.07,1.228,0.645,10286,269,1950772,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910584485
SRR23013071_bin.33,96.41,2.126,0.526,20765,235,3382083,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp011959105
SRR23013071_bin.36,93.3,1.679,0.446,11180,350,2746785,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD42-69;s__1XD42-69 sp003612565
SRR23013071_bin.37,100,0.444,0.63,66084,55,2194618,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum
SRR23013071_bin.38,90.69,3.549,0.514,15461,286,3234133,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910586705
SRR23013071_bin.39,96.79,0,0.51,56389,79,2642481,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR23013071_bin.40,94.52,0.377,0.498,69688,85,2716281,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415
SRR23013071_bin.41,94.89,0.377,0.51,38080,92,2344243,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485
SRR23013071_bin.42,92.61,0.936,0.383,9211,272,1697465,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp011958665
SRR23013071_bin.46,94.83,1.178,0.403,7493,345,1850258,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus
SRR23013071_bin.47,97.95,0,0.557,176442,103,2910340,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
SRR23013071_bin.50,96.85,1.642,0.504,35172,161,3041596,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002491945
SRR23013071_bin.6,95.86,3.132,0.4,27613,355,4754077,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp910586585
SRR23013071_bin.7,92.93,0,0.435,26770,267,4259827,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
SRR23013071_bin.8,93.61,2.56,0.508,22938,178,2605061,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella sp004793885
SRR23013071_bin.9,94.93,1.582,0.521,64931,93,3714699,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp009774135
SRR24359754_bin.1,96.36,4.281,0.45,29258,385,6163777,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002490665
SRR24359754_bin.10,97.23,1.52,0.351,46144,148,4091014,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp009774235
SRR24359754_bin.15,91.89,3.922,0.574,65387,59,2864203,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp001689495
SRR24359754_bin.16,100,1.342,0.461,217674,30,3107081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__
SRR24359754_bin.17,98.22,0,0.433,362902,30,2176314,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp003512875
SRR24359754_bin.18,96.79,1.006,0.509,69038,81,2533209,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Amulumruptor;s__Amulumruptor sp001689515
SRR24359754_bin.19,95.28,0.943,0.535,40599,149,3154959,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689665
SRR24359754_bin.2,97.95,0.28,0.558,152392,86,2922960,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR24359754_bin.20,94.9,0.628,0.495,47039,91,2744624,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415
SRR24359754_bin.21,94.22,1.531,0.391,34847,87,1717247,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C typhlonius
SRR24359754_bin.22,91.06,1.531,0.546,33539,99,2137418,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp009775225
SRR24359754_bin.23,97.48,0.377,0.492,30978,148,3172604,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775375
SRR24359754_bin.29,98.73,1.308,0.488,46229,96,2453882,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella excrementihominis
SRR24359754_bin.3,98.27,3.448,0.31,81052,56,2304819,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
SRR24359754_bin.30,92.89,4.402,0.499,12699,255,2252714,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR24359754_bin.34,98.07,0.48,0.574,92611,29,2134865,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR24359754_bin.36,97.12,0.689,0.457,104719,57,3666454,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003612405
SRR24359754_bin.38,93.55,1.56,0.359,19981,160,1620329,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C hepaticus
SRR24359754_bin.39,93.89,1.115,0.434,22243,271,3900284,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens
SRR24359754_bin.40,98.88,0.925,0.461,82314,54,2845448,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166515
SRR24359754_bin.41,97.98,1.032,0.461,84874,85,4074101,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002493045
SRR24359754_bin.6,95.08,2.019,0.638,38201,83,2101983,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910584485
SRR24359755_bin.1,95.19,1.201,0.582,32964,100,2069225,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910587675
SRR24359755_bin.10,93.98,2.631,0.435,73281,131,4802178,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii
SRR24359755_bin.11,97.98,0,0.481,123051,41,2186846,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900540295
SRR24359755_bin.13,94.77,0.377,0.475,42461,103,2660172,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775365
SRR24359755_bin.15,96.22,0,0.552,58312,52,2124970,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR24359755_bin.16,97.95,0,0.559,142111,59,2828139,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
SRR24359755_bin.20,93.01,2.515,0.543,14230,230,2253347,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp009775225
SRR24359755_bin.23,95.42,0.943,0.499,39004,102,2561902,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri
SRR24359755_bin.25,98.67,4.654,0.516,125760,32,2790684,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp013316535
SRR24359755_bin.26,99.35,0.706,0.39,103545,24,1832582,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C typhlonius
SRR24359755_bin.29,97.23,0.377,0.47,52668,85,2771387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002362485
SRR24359755_bin.3,97.98,0.429,0.45,84556,87,4672704,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
SRR24359755_bin.33,97.35,0,0.537,93592,62,2855758,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689665
SRR24359755_bin.37,98.81,2.389,0.49,77188,53,2937051,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp910587665
SRR24359755_bin.39,98.75,1.875,0.496,74031,54,2372969,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella sp009767915
SRR24359755_bin.41,94.55,0.68,0.641,32534,131,2678787,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA7177;s__UBA7177 sp910579545
SRR24359755_bin.43,92.11,2.16,0.457,8761,339,2173716,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395
SRR24359755_bin.44,96.53,0.714,0.468,22384,173,2428251,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp009774765
SRR24359755_bin.46,92.45,1.886,0.501,47918,106,2650724,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415
SRR24359755_bin.48,94.18,4.362,0.41,7558,552,3107941,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp910586605
SRR24359755_bin.49,93.83,0.943,0.48,32732,134,2827086,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp910586175
SRR24359755_bin.50,95.59,1.509,0.49,33603,136,3141069,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775375
SRR24359755_bin.52,92.84,0.881,0.58,22443,141,1932813,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR24359755_bin.55,99.32,0.671,0.475,271353,13,2791604,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp910577605
SRR24359755_bin.7,98.22,0,0.432,141916,31,2167712,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp003512875
SRR24359755_bin.9,93.13,4.447,0.507,21451,193,2592991,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella sp004793885
SRR24359756_bin.12,95.28,1.908,0.482,70802,60,2780587,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis
SRR24359756_bin.15,96.79,0.507,0.639,67983,33,1753888,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
SRR24359756_bin.16,91.94,0.943,0.534,28382,158,2770018,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689665
SRR24359756_bin.18,96.73,2.323,0.58,27362,117,2171495,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910587675
SRR24359756_bin.2,98.22,0,0.434,365780,23,2147882,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp003512875
SRR24359756_bin.20,97.95,1.689,0.368,39962,210,4043193,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp910588655
SRR24359756_bin.22,96.95,0,0.391,49226,99,2942806,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp910584685
SRR24359756_bin.23,97.54,1.383,0.495,43417,94,2743180,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415
SRR24359756_bin.24,91.28,2.818,0.522,26607,239,3568897,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910586835
SRR24359756_bin.25,94.84,0.88,0.492,33294,137,3036203,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775375
SRR24359756_bin.26,91.53,1.509,0.539,16918,207,2378961,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp011959565
SRR24359756_bin.27,96.37,0.22,0.552,54968,63,2152541,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR24359756_bin.28,94.9,1.32,0.503,50020,64,2010579,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR24359756_bin.29,98.55,3.846,0.639,251551,15,2213577,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910584485
SRR24359756_bin.3,92.45,2.201,0.552,57568,51,2094665,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum intestinale
SRR24359756_bin.30,92.13,0.377,0.477,47070,80,2600735,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775365
SRR24359756_bin.35,96.79,0.188,0.511,75649,59,2442356,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Amulumruptor;s__Amulumruptor sp001689515
SRR24359756_bin.36,94.71,1.469,0.657,78029,39,2044169,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002358415
SRR24359756_bin.37,99.35,0.824,0.389,92420,31,1849739,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C typhlonius
SRR24359756_bin.41,99.26,0.671,0.475,67309,68,2693244,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp910577605
SRR24359756_bin.42,98.36,0.399,0.461,62170,127,4011475,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002493045
SRR24359756_bin.43,99.03,0.16,0.572,132056,33,2172363,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR24359756_bin.45,91.81,0.671,0.397,15735,235,2616960,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp910583605
SRR24359756_bin.46,97.33,1.149,0.478,83100,68,3260768,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7050;s__UBA7050 sp003979345
SRR24359756_bin.5,94.93,1.898,0.47,144713,49,2902279,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp009774155
SRR24359756_bin.51,91.5,0.9,0.357,14417,340,3375712,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp910586555
SRR24359756_bin.52,90.94,0.634,0.565,29393,97,2161042,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305
SRR24359756_bin.56,92.52,0.574,0.47,93562,51,2728841,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp003979355
SRR24359756_bin.58,96.16,3.448,0.479,30624,191,3815079,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578555
SRR24359756_bin.59,94.12,2.055,0.553,13590,408,3325987,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910576845
SRR24359756_bin.61,99.07,0.576,0.463,49437,83,2877382,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166515
SRR24359756_bin.62,99.05,0.147,0.491,102058,49,2898213,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp910587665
SRR24359757_bin.1,99.35,0.706,0.388,185389,37,1915957,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C typhlonius
SRR24359757_bin.11,97.98,3.921,0.461,62170,134,4157320,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002493045
SRR24359757_bin.13,94.52,0.754,0.564,59937,60,2302595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305
SRR24359757_bin.14,97.48,1.509,0.493,33647,141,3151495,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775375
SRR24359757_bin.15,92.96,0.185,0.465,81387,57,2672093,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166515
SRR24359757_bin.18,92.83,1.194,0.51,71245,62,2487160,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Amulumruptor;s__Amulumruptor sp001689515
SRR24359757_bin.2,93.9,2.125,0.477,12802,292,2572383,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp910577605
SRR24359757_bin.20,98.67,0.377,0.504,45219,72,2153757,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565
SRR24359757_bin.26,98.27,0.656,0.489,126881,52,3209820,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp910587155
SRR24359757_bin.27,98.07,1.923,0.575,144515,24,2120425,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002362235
SRR24359757_bin.28,99.05,0.525,0.49,119272,48,2887567,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp910587665
SRR24359757_bin.29,97.45,0.503,0.478,47820,79,2768108,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp009775365
SRR24359757_bin.3,91,1.132,0.518,17069,162,2184088,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910587235
SRR24359757_bin.31,98.22,0,0.433,102267,44,2162492,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp003512875
SRR24359757_bin.33,97.92,1.761,0.495,46095,97,2851461,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415
SRR24359757_bin.34,97.98,0.335,0.366,38897,120,2274470,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__
SRR24359757_bin.37,94.74,1.149,0.48,49929,98,3075729,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7050;s__UBA7050 sp003979345
SRR24359757_bin.39,97.76,0.18,0.442,15416,262,2590626,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Turicimonas;s__Turicimonas muris
SRR24359757_bin.4,93.58,2.578,0.526,35496,102,2351715,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris
SRR24359757_bin.40,97.61,2.586,0.467,37924,115,3051336,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp003979355
SRR24359757_bin.42,96.81,0.396,0.391,17359,242,2799762,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp910584685
SRR24359757_bin.45,98.3,1.509,0.511,42079,84,2672956,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale
SRR24359757_bin.49,95.84,1.08,0.554,31047,106,2132276,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp002490635
SRR24359757_bin.52,97.54,0.399,0.48,73594,54,2783650,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis
SRR24359757_bin.53,99.03,2.259,0.638,143187,25,2185250,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910584485
SRR24359757_bin.56,94.59,0.754,0.536,25900,185,2966884,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689665
SRR24359757_bin.6,90.3,2.634,0.32,6356,361,1894916,d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum sp910586745
SRR24359758_bin.12,97.8,0.743,0.521,75854,57,2455753,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp009775705
SRR24359758_bin.14,97.16,0.251,0.51,71244,72,2551279,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Amulumruptor;s__Amulumruptor sp001689515
SRR24359758_bin.16,92.83,1.415,0.538,32233,133,2778803,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689665
SRR24359758_bin.2,99.51,2.403,0.636,191212,21,2250910,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp910584485
SRR24359758_bin.24,93.2,0.88,0.528,29497,123,2312250,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp002361215
